Year,Quarter,Product Model,5G Capability,Units Sold,Revenue ($),Market Share (%),Regional 5G Coverage (%),5G Subscribers (millions),Avg 5G Speed (Mbps),Preference for 5G (%),Region,Market Segment,Efficiency_Score,Est_Support_Years,Value_Score
2019,Q1,Galaxy Note10,No,25671,7240265.6,2.82,85.8,42.58,67.46,37.26,Latin America,Specialty,7.95,2.0,15.9
2021,Q4,Galaxy S22 5G,Yes,30537,33782555.28,6.26,48.75,15.75,162.28,64.74,Latin America,S-Series (Flagship),69.25,5.0,346.25
2019,Q1,Galaxy Z Fold2 5G,Yes,40641,51959555.76,2.64,44.77,31.27,151.18,66.51,North America,Strategic (FE/Foldable),33.75,4.0,135.0
2020,Q1,Galaxy A32 5G,Yes,42883,18588730.37,6.37,72.87,45.86,273.59,52.9,Asia-Pacific,A-Series (Budget),27.61,3.0,82.83
2024,Q2,Galaxy A14 5G,Yes,7463,54322194.79,3.42,84.33,29.05,82.85,88.18,North America,A-Series (Budget),248.94,3.0,746.8199999999999
2021,Q3,Galaxy S22 5G,Yes,54330,37269680.39,6.02,48.4,15.34,212.64,88.87,Middle East & Africa,S-Series (Flagship),41.3,5.0,206.5
2022,Q1,Galaxy S22 5G,Yes,6787,52571041.67,4.93,103.73,29.49,274.81,47.7,Latin America,S-Series (Flagship),381.87,5.0,1909.35
2023,Q4,Galaxy Z Flip5 5G,Yes,52161,28251610.31,4.47,63.99,48.56,255.02,48.38,Middle East & Africa,Strategic (FE/Foldable),24.21,4.0,96.84
2019,Q4,Galaxy A32 5G,Yes,40164,21739755.84,3.76,50.13,13.99,210.05,58.83,Latin America,A-Series (Budget),20.35,3.0,61.050000000000004
2023,Q4,Galaxy S22 5G,Yes,36216,29959374.23,3.82,70.59,46.92,177.43,63.86,Latin America,S-Series (Flagship),31.6,5.0,158.0
2020,Q4,Galaxy Note20,No,7473,19621770.61,3.88,74.66,27.55,177.22,72.36,North America,Specialty,101.88,2.0,203.76
2023,Q2,Galaxy Note20,No,40418,32030342.59,1.78,61.9,24.69,160.98,45.26,North America,Specialty,14.11,2.0,28.22
2020,Q3,Galaxy S21,No,44767,6397386.22,2.66,65.67,24.92,94.9,53.63,Middle East & Africa,S-Series (Flagship),3.8,5.0,19.0
2023,Q4,Galaxy S22 5G,Yes,36216,29959374.23,3.82,70.59,46.92,177.43,63.86,Latin America,S-Series (Flagship),31.6,5.0,158.0
2020,Q4,Galaxy Note20,No,7473,19621770.61,3.88,74.66,27.55,177.22,72.36,North America,Specialty,101.88,2.0,203.76
2022,Q4,Galaxy Z Fold2 5G,Yes,23653,24085328.15,5.64,87.55,41.3,170.64,46.15,Europe,Strategic (FE/Foldable),57.43,4.0,229.72
2019,Q1,Galaxy A73 5G,Yes,58711,70175779.07,4.92,79.95,49.7,191.42,74.83,Europe,A-Series (Budget),58.81,3.0,176.43
2022,Q4,Galaxy Note10,No,16902,45919818.68,0.25,68.67,2.53,66.34,47.23,Asia-Pacific,Specialty,6.79,2.0,13.58
2023,Q2,Galaxy S22 5G,Yes,43275,7555516.43,4.18,44.77,25.77,214.9,48.3,Latin America,S-Series (Flagship),7.3,5.0,36.5
2020,Q3,Galaxy A73 5G,Yes,56115,16158944.45,6.22,91.44,29.96,193.54,89.31,Europe,A-Series (Budget),17.91,3.0,53.730000000000004
2020,Q3,Galaxy S20,No,7511,31385211.28,1.48,60.0,1.68,52.52,85.45,North America,S-Series (Flagship),61.84,5.0,309.20000000000005
2019,Q2,Galaxy Z Flip3 5G,Yes,31105,12818738.02,4.77,93.04,20.52,110.55,73.07,North America,Strategic (FE/Foldable),19.66,4.0,78.64
2021,Q4,Galaxy Z Fold3 5G,Yes,16890,10789418.34,3.36,73.7,27.02,202.39,52.08,Europe,Strategic (FE/Foldable),21.46,4.0,85.84
2023,Q3,Galaxy A32 5G,Yes,18578,35842354.88,5.27,41.64,13.95,192.01,73.64,North America,A-Series (Budget),101.67,3.0,305.01
2021,Q3,Galaxy Z Fold2 5G,Yes,50384,16798329.65,4.36,89.43,51.51,132.01,80.99,Asia-Pacific,Strategic (FE/Foldable),14.54,4.0,58.16
2022,Q2,Galaxy S23 5G,Yes,33117,5432435.6,6.58,83.47,38.52,282.72,86.09,Asia-Pacific,S-Series (Flagship),10.79,5.0,53.949999999999996
2020,Q3,Galaxy A73 5G,Yes,56115,16158944.45,6.22,91.44,29.96,193.54,89.31,Europe,A-Series (Budget),17.91,3.0,53.730000000000004
2024,Q4,Galaxy A73 5G,Yes,63966,35148376.0,3.86,68.18,37.3,171.35,81.11,North America,A-Series (Budget),21.21,3.0,63.63
2024,Q3,Galaxy Z Flip5 5G,Yes,37683,25975311.58,6.15,87.83,29.56,270.57,63.33,Europe,Strategic (FE/Foldable),42.39,4.0,169.56
2019,Q1,Galaxy Z Fold3 5G,Yes,19643,36029498.52,5.67,76.62,22.84,220.82,88.16,Asia-Pacific,Strategic (FE/Foldable),104.0,4.0,416.0
2021,Q2,Galaxy S21,No,41937,10442280.66,0.2,67.0,23.33,106.63,42.6,Asia-Pacific,S-Series (Flagship),0.5,5.0,2.5
2023,Q3,Galaxy Z Flip5 5G,Yes,19229,37535867.52,6.95,71.89,44.75,122.87,91.72,Latin America,Strategic (FE/Foldable),135.67,4.0,542.68
2019,Q1,Galaxy A73 5G,Yes,58711,70175779.07,4.92,79.95,49.7,191.42,74.83,Europe,A-Series (Budget),58.81,3.0,176.43
2023,Q4,Galaxy S20,No,47421,4828393.06,0.34,69.32,14.16,174.21,73.78,Latin America,S-Series (Flagship),0.35,5.0,1.75
2024,Q1,Galaxy S10,No,37131,45587127.69,0.59,83.06,0.34,274.2,42.93,North America,S-Series (Flagship),7.24,5.0,36.2
2021,Q2,Galaxy A32 5G,Yes,26634,17977115.15,2.97,45.93,52.08,238.86,74.08,Middle East & Africa,A-Series (Budget),20.05,3.0,60.150000000000006
2023,Q3,Galaxy Z Fold3 5G,Yes,35816,11652906.14,6.83,52.51,23.96,85.44,54.57,North America,Strategic (FE/Foldable),22.22,4.0,88.88
2019,Q3,Galaxy A14 5G,Yes,30819,60274563.34,3.44,41.17,26.42,199.68,61.6,North America,A-Series (Budget),67.28,3.0,201.84
2021,Q4,Galaxy A14 5G,Yes,50895,58673135.23,5.33,57.73,31.67,226.07,94.36,Asia-Pacific,A-Series (Budget),61.45,3.0,184.35000000000002
2021,Q1,Galaxy S20,No,36129,28657040.44,0.49,60.6,1.57,209.38,62.41,Middle East & Africa,S-Series (Flagship),3.89,5.0,19.45
2019,Q3,Galaxy S10,No,27112,27051337.74,3.78,61.35,47.48,152.0,50.23,North America,S-Series (Flagship),37.72,5.0,188.6
2022,Q3,Galaxy A32 5G,Yes,49871,8902985.24,6.82,48.95,18.68,240.7,53.91,North America,A-Series (Budget),12.18,3.0,36.54
2020,Q2,Galaxy S23 5G,Yes,53896,47982928.73,3.17,75.16,22.74,92.93,86.89,Latin America,S-Series (Flagship),28.22,5.0,141.1
2022,Q1,Galaxy A32 5G,Yes,41857,71129083.79,4.86,73.91,45.53,173.38,53.59,Europe,A-Series (Budget),82.59,3.0,247.77
2022,Q2,Galaxy A52 5G,Yes,15007,56176071.66,6.81,83.96,44.71,258.98,59.6,Latin America,A-Series (Budget),254.92,3.0,764.76
2019,Q3,Galaxy Note10,No,28788,10130230.56,1.38,25.88,6.92,129.04,46.41,Middle East & Africa,Specialty,4.86,2.0,9.72
2024,Q4,Galaxy Z Flip5 5G,Yes,23576,7378715.04,4.94,92.65,27.65,261.8,75.18,Asia-Pacific,Strategic (FE/Foldable),15.46,4.0,61.84
2022,Q3,Galaxy Z Fold3 5G,Yes,55071,52340365.75,3.6,55.45,51.49,279.27,73.87,Europe,Strategic (FE/Foldable),34.21,4.0,136.84
2023,Q2,Galaxy S10,No,28445,23846107.2,3.99,46.8,37.91,175.6,66.6,Europe,S-Series (Flagship),33.45,5.0,167.25
2023,Q1,Galaxy Note20,No,41459,13687954.88,0.11,62.18,11.77,287.5,41.54,Latin America,Specialty,0.36,2.0,0.72
2019,Q2,Galaxy Z Fold3 5G,Yes,8422,11292488.05,6.0,55.76,30.55,170.31,78.44,Latin America,Strategic (FE/Foldable),80.45,4.0,321.8
2019,Q3,Galaxy S21,No,20683,15828498.96,0.34,30.32,-0.65,239.67,46.13,Europe,S-Series (Flagship),2.6,5.0,13.0
2019,Q1,Galaxy S20,No,16573,25608331.51,0.03,47.02,3.78,77.25,84.66,Middle East & Africa,S-Series (Flagship),0.46,5.0,2.3000000000000003
2020,Q4,Galaxy A52 5G,Yes,48805,32349455.4,4.42,99.33,33.79,96.26,57.17,North America,A-Series (Budget),29.3,3.0,87.9
2019,Q2,Galaxy S22 5G,Yes,24185,52192972.55,2.95,40.55,46.73,200.47,83.06,Middle East & Africa,S-Series (Flagship),63.66,5.0,318.29999999999995
2021,Q4,Galaxy S22 5G,Yes,30537,33782555.28,6.26,48.75,15.75,162.28,64.74,Latin America,S-Series (Flagship),69.25,5.0,346.25
2022,Q4,Galaxy A73 5G,Yes,15691,21823040.17,3.07,42.69,42.69,135.63,72.27,North America,A-Series (Budget),42.7,3.0,128.10000000000002
2021,Q2,Galaxy S10,No,33392,40200175.95,0.14,69.32,24.76,255.14,39.33,North America,S-Series (Flagship),1.69,5.0,8.45
2020,Q1,Galaxy S21,No,18546,42315159.99,1.81,58.09,33.08,110.9,49.63,Latin America,S-Series (Flagship),41.3,5.0,206.5
2022,Q3,Galaxy S20,No,35658,14607494.42,1.18,33.54,9.96,232.38,66.96,Asia-Pacific,S-Series (Flagship),4.83,5.0,24.15
2020,Q2,Galaxy Note20,No,29178,41803911.05,2.59,47.84,16.52,134.32,74.93,Latin America,Specialty,37.11,2.0,74.22
2021,Q1,Galaxy A14 5G,Yes,33689,37582037.58,6.06,97.44,25.59,133.77,92.93,Europe,A-Series (Budget),67.6,3.0,202.79999999999998
2023,Q1,Galaxy Z Fold2 5G,Yes,36500,11340925.86,2.86,98.22,46.72,177.9,65.83,Asia-Pacific,Strategic (FE/Foldable),8.89,4.0,35.56
2019,Q2,Galaxy S23 5G,Yes,36613,63070767.79,3.25,83.96,13.22,280.73,75.51,North America,S-Series (Flagship),55.99,5.0,279.95
2022,Q2,Galaxy A14 5G,Yes,58156,45419753.7,4.28,88.11,44.95,232.59,86.74,Middle East & Africa,A-Series (Budget),33.43,3.0,100.28999999999999
2019,Q1,Galaxy S22 5G,Yes,36255,12091673.94,4.66,56.5,9.77,81.43,85.88,Middle East & Africa,S-Series (Flagship),15.54,5.0,77.69999999999999
2024,Q4,Galaxy Note20,No,42266,23557754.83,0.34,86.28,26.49,294.81,51.79,Latin America,Specialty,1.9,2.0,3.8
2020,Q1,Galaxy A52 5G,Yes,49662,52134225.08,2.9,96.42,52.2,187.23,76.5,Middle East & Africa,A-Series (Budget),30.44,3.0,91.32000000000001
2024,Q4,Galaxy S10,No,9805,4494602.49,0.27,59.49,16.98,203.22,57.32,Middle East & Africa,S-Series (Flagship),1.24,5.0,6.2
2022,Q1,Galaxy A52 5G,Yes,33814,62983632.7,4.56,57.41,21.53,170.67,72.61,Europe,A-Series (Budget),84.94,3.0,254.82
2021,Q1,Galaxy S22 5G,Yes,42025,46339655.03,4.66,82.85,36.11,176.96,71.11,North America,S-Series (Flagship),51.38,5.0,256.90000000000003
2019,Q1,Galaxy Z Flip3 5G,Yes,38119,49899540.8,6.84,51.21,38.33,284.33,87.01,Latin America,Strategic (FE/Foldable),89.54,4.0,358.16
2022,Q2,Galaxy A73 5G,Yes,10585,29685804.23,3.51,93.42,38.63,171.64,87.93,Europe,A-Series (Budget),98.44,3.0,295.32
2021,Q2,Galaxy Z Flip5 5G,Yes,34710,17998844.95,5.28,61.27,11.75,237.56,76.8,Middle East & Africa,Strategic (FE/Foldable),27.38,4.0,109.52
2020,Q3,Galaxy Note10,No,38772,27841226.88,3.48,60.92,27.62,136.07,84.47,Europe,Specialty,24.99,2.0,49.98
2020,Q1,Galaxy S22 5G,Yes,40807,28409469.32,3.04,47.56,33.59,95.38,57.91,Latin America,S-Series (Flagship),21.16,5.0,105.8
2023,Q4,Galaxy A73 5G,Yes,31159,41780958.79,4.56,79.39,20.12,294.91,53.57,Middle East & Africa,A-Series (Budget),61.14,3.0,183.42000000000002
2024,Q1,Galaxy S20,No,32783,24954402.68,0.12,68.38,18.52,165.62,84.08,Asia-Pacific,S-Series (Flagship),0.91,5.0,4.55
2022,Q4,Galaxy S22 5G,Yes,47629,40258147.69,2.59,62.4,46.2,174.55,88.86,Latin America,S-Series (Flagship),21.89,5.0,109.45
2024,Q1,Galaxy S22 5G,Yes,43911,45501962.54,4.21,45.54,47.18,293.87,46.55,Europe,S-Series (Flagship),43.63,5.0,218.15
2019,Q1,Galaxy S22 5G,Yes,36255,12091673.94,4.66,56.5,9.77,81.43,85.88,Middle East & Africa,S-Series (Flagship),15.54,5.0,77.69999999999999
2022,Q2,Galaxy S22 5G,Yes,17217,31929959.75,3.68,41.36,32.0,291.72,45.78,Middle East & Africa,S-Series (Flagship),68.25,5.0,341.25
2019,Q4,Galaxy S10,No,30040,34166065.19,1.57,28.49,47.01,243.47,58.24,North America,S-Series (Flagship),17.86,5.0,89.3
2024,Q1,Galaxy Z Flip3 5G,Yes,57073,27851665.91,2.61,66.33,8.11,196.33,89.62,Latin America,Strategic (FE/Foldable),12.74,4.0,50.96
2022,Q3,Galaxy S22 5G,Yes,16005,41833223.63,6.71,88.73,39.93,281.7,86.82,Middle East & Africa,S-Series (Flagship),175.38,5.0,876.9
2023,Q2,Galaxy Z Fold3 5G,Yes,14970,18515548.91,6.32,52.48,25.0,57.27,51.12,Latin America,Strategic (FE/Foldable),78.17,4.0,312.68
2019,Q2,Galaxy Note10,No,38253,53195937.0,0.05,76.73,31.96,273.85,38.28,Middle East & Africa,Specialty,0.7,2.0,1.4
2022,Q2,Galaxy A32 5G,Yes,46798,34010964.59,2.84,95.15,47.23,287.88,87.65,Middle East & Africa,A-Series (Budget),20.64,3.0,61.92
2021,Q4,Galaxy A52 5G,Yes,10112,41338291.91,3.44,40.87,37.22,93.6,72.67,Asia-Pacific,A-Series (Budget),140.63,3.0,421.89
2022,Q1,Galaxy Z Fold3 5G,Yes,34677,15661456.58,6.11,101.07,48.06,165.76,55.31,Latin America,Strategic (FE/Foldable),27.6,4.0,110.4
2019,Q1,Galaxy A14 5G,Yes,12612,57161551.82,3.24,64.48,14.98,161.49,85.67,Middle East & Africa,A-Series (Budget),146.85,3.0,440.54999999999995
2021,Q3,Galaxy S10,No,39031,18608941.01,3.81,33.54,15.3,107.98,58.3,Asia-Pacific,S-Series (Flagship),18.17,5.0,90.85000000000001
2019,Q3,Galaxy Z Flip5 5G,Yes,48617,6134803.46,6.48,91.79,54.94,88.28,82.55,Latin America,Strategic (FE/Foldable),8.18,4.0,32.72
2020,Q1,Galaxy A73 5G,Yes,48484,10752134.16,3.75,41.49,10.67,87.88,79.09,Middle East & Africa,A-Series (Budget),8.32,3.0,24.96
2020,Q4,Galaxy Z Fold2 5G,Yes,52951,13524137.65,2.83,73.07,27.79,52.85,70.84,Europe,Strategic (FE/Foldable),7.23,4.0,28.92
2019,Q4,Galaxy A52 5G,Yes,53367,69827344.42,6.1,95.93,47.57,185.7,93.45,North America,A-Series (Budget),79.81,3.0,239.43
2020,Q2,Galaxy S23 5G,Yes,53896,47982928.73,3.17,75.16,22.74,92.93,86.89,Latin America,S-Series (Flagship),28.22,5.0,141.1
2024,Q4,Galaxy S21,No,28852,14365866.47,0.23,46.1,3.47,194.32,86.51,Middle East & Africa,S-Series (Flagship),1.15,5.0,5.75
2024,Q2,Galaxy S10,No,26237,30930455.54,2.72,30.37,43.72,205.74,48.09,Middle East & Africa,S-Series (Flagship),32.07,5.0,160.35
2021,Q3,Galaxy S22 5G,Yes,54330,37269680.39,6.02,48.4,15.34,212.64,88.87,Middle East & Africa,S-Series (Flagship),41.3,5.0,206.5
2024,Q1,Galaxy A52 5G,Yes,31220,36722606.38,6.53,40.51,32.24,130.35,80.87,Latin America,A-Series (Budget),76.81,3.0,230.43
2022,Q4,Galaxy Note10,No,16902,45919818.68,0.25,68.67,2.53,66.34,47.23,Asia-Pacific,Specialty,6.79,2.0,13.58
2022,Q4,Galaxy Note10,No,16902,45919818.68,0.25,68.67,2.53,66.34,47.23,Asia-Pacific,Specialty,6.79,2.0,13.58
2022,Q2,Galaxy A73 5G,Yes,10585,29685804.23,3.51,93.42,38.63,171.64,87.93,Europe,A-Series (Budget),98.44,3.0,295.32
2022,Q2,Galaxy A32 5G,Yes,46798,34010964.59,2.84,95.15,47.23,287.88,87.65,Middle East & Africa,A-Series (Budget),20.64,3.0,61.92
2021,Q4,Galaxy S21,No,39509,57709591.71,0.44,52.43,9.26,214.47,84.68,Middle East & Africa,S-Series (Flagship),6.43,5.0,32.15
2024,Q3,Galaxy S23 5G,Yes,15763,7376208.85,5.89,74.46,50.36,173.23,52.39,North America,S-Series (Flagship),27.56,5.0,137.79999999999998
2020,Q4,Galaxy Z Fold3 5G,Yes,11163,12032304.64,3.84,40.71,45.09,122.22,83.63,North America,Strategic (FE/Foldable),41.39,4.0,165.56
2021,Q2,Galaxy A32 5G,Yes,26634,17977115.15,2.97,45.93,52.08,238.86,74.08,Middle East & Africa,A-Series (Budget),20.05,3.0,60.150000000000006
2019,Q3,Galaxy A73 5G,Yes,6542,13222480.68,3.5,88.84,26.74,115.63,54.75,Asia-Pacific,A-Series (Budget),70.74,3.0,212.21999999999997
2023,Q1,Galaxy A14 5G,Yes,39916,30964782.02,5.53,47.84,15.23,260.8,82.88,Middle East & Africa,A-Series (Budget),42.9,3.0,128.7
2024,Q3,Galaxy A32 5G,Yes,27969,70164647.83,2.62,46.76,43.61,103.25,63.21,Middle East & Africa,A-Series (Budget),65.73,3.0,197.19
2019,Q1,Galaxy S22 5G,Yes,36255,12091673.94,4.66,56.5,9.77,81.43,85.88,Middle East & Africa,S-Series (Flagship),15.54,5.0,77.69999999999999
2020,Q1,Galaxy A32 5G,Yes,42883,18588730.37,6.37,72.87,45.86,273.59,52.9,Asia-Pacific,A-Series (Budget),27.61,3.0,82.83
2023,Q1,Galaxy Z Flip5 5G,Yes,11658,14130688.68,4.81,64.15,50.51,117.92,62.56,Europe,Strategic (FE/Foldable),58.3,4.0,233.2
2020,Q1,Galaxy S22 5G,Yes,40807,28409469.32,3.04,47.56,33.59,95.38,57.91,Latin America,S-Series (Flagship),21.16,5.0,105.8
2019,Q4,Galaxy Z Flip3 5G,Yes,34541,23308775.82,4.03,59.35,8.37,138.67,80.35,Latin America,Strategic (FE/Foldable),27.2,4.0,108.8
2019,Q4,Galaxy S22 5G,Yes,6719,38311286.36,5.38,42.55,50.32,110.97,87.8,Asia-Pacific,S-Series (Flagship),306.76,5.0,1533.8
2023,Q4,Galaxy S22 5G,Yes,36216,29959374.23,3.82,70.59,46.92,177.43,63.86,Latin America,S-Series (Flagship),31.6,5.0,158.0
2022,Q2,Galaxy S21,No,33806,23699378.71,0.23,77.31,47.51,129.7,78.41,North America,S-Series (Flagship),1.61,5.0,8.05
2022,Q1,Galaxy S10,No,23678,23302026.23,0.58,45.61,43.79,156.56,72.06,Europe,S-Series (Flagship),5.71,5.0,28.55
2023,Q4,Galaxy Note10,No,35697,19462564.98,2.49,36.55,36.44,236.39,47.11,North America,Specialty,13.58,2.0,27.16
2020,Q4,Galaxy Note20,No,7473,19621770.61,3.88,74.66,27.55,177.22,72.36,North America,Specialty,101.88,2.0,203.76
